"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-03-12 14:59:25 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2014,Yemen,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",2276
2014,"South Africa","Syrian Arab Rep.",Asylum-seekers,37
2014,"South Africa","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",28
2014,Zambia,"Syrian Arab Rep.",Asylum-seekers,9
2014,Zambia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2014,Zimbabwe,"Syrian Arab Rep.",Asylum-seekers,0
2015,Anguilla,"Syrian Arab Rep.",Asylum-seekers,0
2015,Anguilla,"Syrian Arab Rep.","Internally displaced persons",0
2015,Anguilla,"Syrian Arab Rep.","Others of concern",0
2015,Anguilla,"Syrian Arab Rep.","Returned IDPs",0
2015,Anguilla,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Anguilla,"Syrian Arab Rep.",Returnees,0
2015,Anguilla,"Syrian Arab Rep.",Stateless,0
2015,Albania,"Syrian Arab Rep.",Asylum-seekers,0
2015,Albania,"Syrian Arab Rep.","Internally displaced persons",0
2015,Albania,"Syrian Arab Rep.","Others of concern",0
2015,Albania,"Syrian Arab Rep.","Returned IDPs",0
2015,Albania,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Albania,"Syrian Arab Rep.",Returnees,0
2015,Albania,"Syrian Arab Rep.",Stateless,0
2015,"United Arab Emirates","Syrian Arab Rep.",Asylum-seekers,109
2015,"United Arab Emirates","Syrian Arab Rep.","Internally displaced persons",0
2015,"United Arab Emirates","Syrian Arab Rep.","Others of concern",0
2015,"United Arab Emirates","Syrian Arab Rep.","Returned IDPs",0
2015,"United Arab Emirates","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",36
2015,"United Arab Emirates","Syrian Arab Rep.",Returnees,0
2015,"United Arab Emirates","Syrian Arab Rep.",Stateless,0
2015,Argentina,"Syrian Arab Rep.",Asylum-seekers,98
2015,Argentina,"Syrian Arab Rep.","Internally displaced persons",0
2015,Argentina,"Syrian Arab Rep.","Others of concern",0
2015,Argentina,"Syrian Arab Rep.","Returned IDPs",0
2015,Argentina,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",276
2015,Argentina,"Syrian Arab Rep.",Returnees,0
2015,Argentina,"Syrian Arab Rep.",Stateless,0
2015,Armenia,"Syrian Arab Rep.",Asylum-seekers,12
2015,Armenia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Armenia,"Syrian Arab Rep.","Others of concern",0
2015,Armenia,"Syrian Arab Rep.","Returned IDPs",0
2015,Armenia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",16611
2015,Armenia,"Syrian Arab Rep.",Returnees,0
2015,Armenia,"Syrian Arab Rep.",Stateless,0
2015,"Antigua and Barbuda","Syrian Arab Rep.",Asylum-seekers,0
2015,"Antigua and Barbuda","Syrian Arab Rep.","Internally displaced persons",0
2015,"Antigua and Barbuda","Syrian Arab Rep.","Others of concern",0
2015,"Antigua and Barbuda","Syrian Arab Rep.","Returned IDPs",0
2015,"Antigua and Barbuda","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",15
2015,"Antigua and Barbuda","Syrian Arab Rep.",Returnees,0
2015,"Antigua and Barbuda","Syrian Arab Rep.",Stateless,0
2015,Australia,"Syrian Arab Rep.",Asylum-seekers,133
2015,Australia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Australia,"Syrian Arab Rep.","Others of concern",0
2015,Australia,"Syrian Arab Rep.","Returned IDPs",0
2015,Australia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",301
2015,Australia,"Syrian Arab Rep.",Returnees,0
2015,Australia,"Syrian Arab Rep.",Stateless,0
2015,Austria,"Syrian Arab Rep.",Asylum-seekers,18669
2015,Austria,"Syrian Arab Rep.","Internally displaced persons",0
2015,Austria,"Syrian Arab Rep.","Others of concern",0
2015,Austria,"Syrian Arab Rep.","Returned IDPs",0
2015,Austria,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",14894
2015,Austria,"Syrian Arab Rep.",Returnees,0
2015,Austria,"Syrian Arab Rep.",Stateless,0
2015,Azerbaijan,"Syrian Arab Rep.",Asylum-seekers,8
2015,Azerbaijan,"Syrian Arab Rep.","Internally displaced persons",0
2015,Azerbaijan,"Syrian Arab Rep.","Others of concern",0
2015,Azerbaijan,"Syrian Arab Rep.","Returned IDPs",0
2015,Azerbaijan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",8
2015,Azerbaijan,"Syrian Arab Rep.",Returnees,*
2015,Azerbaijan,"Syrian Arab Rep.",Stateless,0
2015,Belgium,"Syrian Arab Rep.",Asylum-seekers,3870
2015,Belgium,"Syrian Arab Rep.","Internally displaced persons",0
2015,Belgium,"Syrian Arab Rep.","Others of concern",0
2015,Belgium,"Syrian Arab Rep.","Returned IDPs",0
2015,Belgium,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",4239
2015,Belgium,"Syrian Arab Rep.",Returnees,0
2015,Belgium,"Syrian Arab Rep.",Stateless,0
2015,Bulgaria,"Syrian Arab Rep.",Asylum-seekers,1683
2015,Bulgaria,"Syrian Arab Rep.","Internally displaced persons",0
2015,Bulgaria,"Syrian Arab Rep.","Others of concern",0
2015,Bulgaria,"Syrian Arab Rep.","Returned IDPs",0
2015,Bulgaria,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",13819
2015,Bulgaria,"Syrian Arab Rep.",Returnees,0
2015,Bulgaria,"Syrian Arab Rep.",Stateless,0
2015,"Bosnia and Herzegovina","Syrian Arab Rep.",Asylum-seekers,*
2015,"Bosnia and Herzegovina","Syrian Arab Rep.","Internally displaced persons",0
2015,"Bosnia and Herzegovina","Syrian Arab Rep.","Others of concern",0
2015,"Bosnia and Herzegovina","Syrian Arab Rep.","Returned IDPs",0
2015,"Bosnia and Herzegovina","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",14
2015,"Bosnia and Herzegovina","Syrian Arab Rep.",Returnees,0
2015,"Bosnia and Herzegovina","Syrian Arab Rep.",Stateless,0
2015,Belarus,"Syrian Arab Rep.",Asylum-seekers,7
2015,Belarus,"Syrian Arab Rep.","Internally displaced persons",0
2015,Belarus,"Syrian Arab Rep.","Others of concern",0
2015,Belarus,"Syrian Arab Rep.","Returned IDPs",0
2015,Belarus,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",138
2015,Belarus,"Syrian Arab Rep.",Returnees,0
2015,Belarus,"Syrian Arab Rep.",Stateless,0
2015,"Bolivia (Plurinational State of)","Syrian Arab Rep.",Asylum-seekers,0
2015,"Bolivia (Plurinational State of)","Syrian Arab Rep.","Internally displaced persons",0
2015,"Bolivia (Plurinational State of)","Syrian Arab Rep.","Others of concern",0
2015,"Bolivia (Plurinational State of)","Syrian Arab Rep.","Returned IDPs",0
2015,"Bolivia (Plurinational State of)","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",7
2015,"Bolivia (Plurinational State of)","Syrian Arab Rep.",Returnees,0
2015,"Bolivia (Plurinational State of)","Syrian Arab Rep.",Stateless,0
2015,Brazil,"Syrian Arab Rep.",Asylum-seekers,1154
2015,Brazil,"Syrian Arab Rep.","Internally displaced persons",0
2015,Brazil,"Syrian Arab Rep.","Others of concern",0
2015,Brazil,"Syrian Arab Rep.","Returned IDPs",0
2015,Brazil,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",2271
2015,Brazil,"Syrian Arab Rep.",Returnees,0
2015,Brazil,"Syrian Arab Rep.",Stateless,0
2015,"Central African Rep.","Syrian Arab Rep.",Asylum-seekers,8
2015,"Central African Rep.","Syrian Arab Rep.","Internally displaced persons",0
2015,"Central African Rep.","Syrian Arab Rep.","Others of concern",0
2015,"Central African Rep.","Syrian Arab Rep.","Returned IDPs",0
2015,"Central African Rep.","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,"Central African Rep.","Syrian Arab Rep.",Returnees,0
2015,"Central African Rep.","Syrian Arab Rep.",Stateless,0
2015,Canada,"Syrian Arab Rep.",Asylum-seekers,235
2015,Canada,"Syrian Arab Rep.","Internally displaced persons",0
2015,Canada,"Syrian Arab Rep.","Others of concern",0
2015,Canada,"Syrian Arab Rep.","Returned IDPs",0
2015,Canada,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",1513
2015,Canada,"Syrian Arab Rep.",Returnees,0
2015,Canada,"Syrian Arab Rep.",Stateless,0
2015,Switzerland,"Syrian Arab Rep.",Asylum-seekers,4462
2015,Switzerland,"Syrian Arab Rep.","Internally displaced persons",0
2015,Switzerland,"Syrian Arab Rep.","Others of concern",0
2015,Switzerland,"Syrian Arab Rep.","Returned IDPs",0
2015,Switzerland,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",8695
2015,Switzerland,"Syrian Arab Rep.",Returnees,0
2015,Switzerland,"Syrian Arab Rep.",Stateless,0
2015,Chile,"Syrian Arab Rep.",Asylum-seekers,11
2015,Chile,"Syrian Arab Rep.","Internally displaced persons",0
2015,Chile,"Syrian Arab Rep.","Others of concern",0
2015,Chile,"Syrian Arab Rep.","Returned IDPs",0
2015,Chile,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",13
2015,Chile,"Syrian Arab Rep.",Returnees,0
2015,Chile,"Syrian Arab Rep.",Stateless,0
2015,China,"Syrian Arab Rep.",Asylum-seekers,24
2015,China,"Syrian Arab Rep.","Internally displaced persons",0
2015,China,"Syrian Arab Rep.","Others of concern",0
2015,China,"Syrian Arab Rep.","Returned IDPs",0
2015,China,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",14
2015,China,"Syrian Arab Rep.",Returnees,0
2015,China,"Syrian Arab Rep.",Stateless,0
2015,"Côte d'Ivoire","Syrian Arab Rep.",Asylum-seekers,8
2015,"Côte d'Ivoire","Syrian Arab Rep.","Internally displaced persons",0
2015,"Côte d'Ivoire","Syrian Arab Rep.","Others of concern",0
2015,"Côte d'Ivoire","Syrian Arab Rep.","Returned IDPs",0
2015,"Côte d'Ivoire","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",20
2015,"Côte d'Ivoire","Syrian Arab Rep.",Returnees,0
2015,"Côte d'Ivoire","Syrian Arab Rep.",Stateless,0
2015,Cameroon,"Syrian Arab Rep.",Asylum-seekers,8
2015,Cameroon,"Syrian Arab Rep.","Internally displaced persons",0
2015,Cameroon,"Syrian Arab Rep.","Others of concern",0
2015,Cameroon,"Syrian Arab Rep.","Returned IDPs",0
2015,Cameroon,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",15
2015,Cameroon,"Syrian Arab Rep.",Returnees,0
2015,Cameroon,"Syrian Arab Rep.",Stateless,0
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.",Asylum-seekers,0
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.","Internally displaced persons",0
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.","Others of concern",0
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.","Returned IDPs",0
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",7
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.",Returnees,0
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.",Stateless,0
2015,Congo,"Syrian Arab Rep.",Asylum-seekers,*
2015,Congo,"Syrian Arab Rep.","Internally displaced persons",0
2015,Congo,"Syrian Arab Rep.","Others of concern",0
2015,Congo,"Syrian Arab Rep.","Returned IDPs",0
2015,Congo,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Congo,"Syrian Arab Rep.",Returnees,0
2015,Congo,"Syrian Arab Rep.",Stateless,0
2015,Colombia,"Syrian Arab Rep.",Asylum-seekers,0
2015,Colombia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Colombia,"Syrian Arab Rep.","Others of concern",0
2015,Colombia,"Syrian Arab Rep.","Returned IDPs",0
2015,Colombia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",7
2015,Colombia,"Syrian Arab Rep.",Returnees,0
2015,Colombia,"Syrian Arab Rep.",Stateless,0
2015,"Costa Rica","Syrian Arab Rep.",Asylum-seekers,*
2015,"Costa Rica","Syrian Arab Rep.","Internally displaced persons",0
2015,"Costa Rica","Syrian Arab Rep.","Others of concern",0
2015,"Costa Rica","Syrian Arab Rep.","Returned IDPs",0
2015,"Costa Rica","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",8
2015,"Costa Rica","Syrian Arab Rep.",Returnees,0
2015,"Costa Rica","Syrian Arab Rep.",Stateless,0
2015,Cuba,"Syrian Arab Rep.",Asylum-seekers,0
2015,Cuba,"Syrian Arab Rep.","Internally displaced persons",0
2015,Cuba,"Syrian Arab Rep.","Others of concern",0
2015,Cuba,"Syrian Arab Rep.","Returned IDPs",0
2015,Cuba,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",41
2015,Cuba,"Syrian Arab Rep.",Returnees,0
2015,Cuba,"Syrian Arab Rep.",Stateless,0
2015,"Cayman Islands","Syrian Arab Rep.",Asylum-seekers,0
2015,"Cayman Islands","Syrian Arab Rep.","Internally displaced persons",0
2015,"Cayman Islands","Syrian Arab Rep.","Others of concern",0
2015,"Cayman Islands","Syrian Arab Rep.","Returned IDPs",0
2015,"Cayman Islands","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,"Cayman Islands","Syrian Arab Rep.",Returnees,0
2015,"Cayman Islands","Syrian Arab Rep.",Stateless,0
2015,Cyprus,"Syrian Arab Rep.",Asylum-seekers,692
2015,Cyprus,"Syrian Arab Rep.","Internally displaced persons",0
2015,Cyprus,"Syrian Arab Rep.","Others of concern",6000
2015,Cyprus,"Syrian Arab Rep.","Returned IDPs",0
2015,Cyprus,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",3110
2015,Cyprus,"Syrian Arab Rep.",Returnees,0
2015,Cyprus,"Syrian Arab Rep.",Stateless,0
2015,"Czech Rep.","Syrian Arab Rep.",Asylum-seekers,42
2015,"Czech Rep.","Syrian Arab Rep.","Internally displaced persons",0
2015,"Czech Rep.","Syrian Arab Rep.","Others of concern",0
2015,"Czech Rep.","Syrian Arab Rep.","Returned IDPs",0
2015,"Czech Rep.","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",365
2015,"Czech Rep.","Syrian Arab Rep.",Returnees,0
2015,"Czech Rep.","Syrian Arab Rep.",Stateless,0
2015,Germany,"Syrian Arab Rep.",Asylum-seekers,81582
2015,Germany,"Syrian Arab Rep.","Internally displaced persons",0
2015,Germany,"Syrian Arab Rep.","Others of concern",0
2015,Germany,"Syrian Arab Rep.","Returned IDPs",0
2015,Germany,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",115604
2015,Germany,"Syrian Arab Rep.",Returnees,0
2015,Germany,"Syrian Arab Rep.",Stateless,0
2015,Djibouti,"Syrian Arab Rep.",Asylum-seekers,0
2015,Djibouti,"Syrian Arab Rep.","Internally displaced persons",0
2015,Djibouti,"Syrian Arab Rep.","Others of concern",0
2015,Djibouti,"Syrian Arab Rep.","Returned IDPs",0
2015,Djibouti,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Djibouti,"Syrian Arab Rep.",Returnees,0
2015,Djibouti,"Syrian Arab Rep.",Stateless,0
2015,Denmark,"Syrian Arab Rep.",Asylum-seekers,825
2015,Denmark,"Syrian Arab Rep.","Internally displaced persons",0
2015,Denmark,"Syrian Arab Rep.","Others of concern",0
2015,Denmark,"Syrian Arab Rep.","Returned IDPs",0
2015,Denmark,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",12988
2015,Denmark,"Syrian Arab Rep.",Returnees,0
2015,Denmark,"Syrian Arab Rep.",Stateless,0
2015,"Dominican Rep.","Syrian Arab Rep.",Asylum-seekers,*
2015,"Dominican Rep.","Syrian Arab Rep.","Internally displaced persons",0
2015,"Dominican Rep.","Syrian Arab Rep.","Others of concern",0
2015,"Dominican Rep.","Syrian Arab Rep.","Returned IDPs",0
2015,"Dominican Rep.","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,"Dominican Rep.","Syrian Arab Rep.",Returnees,0
2015,"Dominican Rep.","Syrian Arab Rep.",Stateless,0
2015,Algeria,"Syrian Arab Rep.",Asylum-seekers,6211
2015,Algeria,"Syrian Arab Rep.","Internally displaced persons",0
2015,Algeria,"Syrian Arab Rep.","Others of concern",0
2015,Algeria,"Syrian Arab Rep.","Returned IDPs",0
2015,Algeria,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,Algeria,"Syrian Arab Rep.",Returnees,0
2015,Algeria,"Syrian Arab Rep.",Stateless,0
2015,Ecuador,"Syrian Arab Rep.",Asylum-seekers,0
2015,Ecuador,"Syrian Arab Rep.","Internally displaced persons",0
2015,Ecuador,"Syrian Arab Rep.","Others of concern",0
2015,Ecuador,"Syrian Arab Rep.","Returned IDPs",0
2015,Ecuador,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",17
2015,Ecuador,"Syrian Arab Rep.",Returnees,0
2015,Ecuador,"Syrian Arab Rep.",Stateless,0
2015,Egypt,"Syrian Arab Rep.",Asylum-seekers,0
2015,Egypt,"Syrian Arab Rep.","Internally displaced persons",0
2015,Egypt,"Syrian Arab Rep.","Others of concern",0
2015,Egypt,"Syrian Arab Rep.","Returned IDPs",0
2015,Egypt,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",117635
2015,Egypt,"Syrian Arab Rep.",Returnees,0
2015,Egypt,"Syrian Arab Rep.",Stateless,0
2015,Spain,"Syrian Arab Rep.",Asylum-seekers,3280
2015,Spain,"Syrian Arab Rep.","Internally displaced persons",0
2015,Spain,"Syrian Arab Rep.","Others of concern",0
2015,Spain,"Syrian Arab Rep.","Returned IDPs",0
2015,Spain,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",1336
2015,Spain,"Syrian Arab Rep.",Returnees,0
2015,Spain,"Syrian Arab Rep.",Stateless,0
2015,Estonia,"Syrian Arab Rep.",Asylum-seekers,0
2015,Estonia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Estonia,"Syrian Arab Rep.","Others of concern",0
2015,Estonia,"Syrian Arab Rep.","Returned IDPs",0
2015,Estonia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",6
2015,Estonia,"Syrian Arab Rep.",Returnees,0
2015,Estonia,"Syrian Arab Rep.",Stateless,0
2015,Ethiopia,"Syrian Arab Rep.",Asylum-seekers,15
2015,Ethiopia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Ethiopia,"Syrian Arab Rep.","Others of concern",0
2015,Ethiopia,"Syrian Arab Rep.","Returned IDPs",0
2015,Ethiopia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",9
2015,Ethiopia,"Syrian Arab Rep.",Returnees,0
2015,Ethiopia,"Syrian Arab Rep.",Stateless,0
2015,Finland,"Syrian Arab Rep.",Asylum-seekers,705
2015,Finland,"Syrian Arab Rep.","Internally displaced persons",0
2015,Finland,"Syrian Arab Rep.","Others of concern",0
2015,Finland,"Syrian Arab Rep.","Returned IDPs",0
2015,Finland,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",565
2015,Finland,"Syrian Arab Rep.",Returnees,0
2015,Finland,"Syrian Arab Rep.",Stateless,0
2015,France,"Syrian Arab Rep.",Asylum-seekers,2711
2015,France,"Syrian Arab Rep.","Internally displaced persons",0
2015,France,"Syrian Arab Rep.","Others of concern",0
2015,France,"Syrian Arab Rep.","Returned IDPs",0
2015,France,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",5179
2015,France,"Syrian Arab Rep.",Returnees,0
2015,France,"Syrian Arab Rep.",Stateless,0
2015,Gabon,"Syrian Arab Rep.",Asylum-seekers,*
2015,Gabon,"Syrian Arab Rep.","Internally displaced persons",0
2015,Gabon,"Syrian Arab Rep.","Others of concern",0
2015,Gabon,"Syrian Arab Rep.","Returned IDPs",0
2015,Gabon,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Gabon,"Syrian Arab Rep.",Returnees,0
2015,Gabon,"Syrian Arab Rep.",Stateless,0
2015,"United Kingdom","Syrian Arab Rep.",Asylum-seekers,1648
2015,"United Kingdom","Syrian Arab Rep.","Internally displaced persons",0
2015,"United Kingdom","Syrian Arab Rep.","Others of concern",0
2015,"United Kingdom","Syrian Arab Rep.","Returned IDPs",0
2015,"United Kingdom","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",6496
2015,"United Kingdom","Syrian Arab Rep.",Returnees,0
2015,"United Kingdom","Syrian Arab Rep.",Stateless,0
2015,Georgia,"Syrian Arab Rep.",Asylum-seekers,9
2015,Georgia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Georgia,"Syrian Arab Rep.","Others of concern",0
2015,Georgia,"Syrian Arab Rep.","Returned IDPs",0
2015,Georgia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",475
2015,Georgia,"Syrian Arab Rep.",Returnees,0
2015,Georgia,"Syrian Arab Rep.",Stateless,0
2015,Ghana,"Syrian Arab Rep.",Asylum-seekers,49
2015,Ghana,"Syrian Arab Rep.","Internally displaced persons",0
2015,Ghana,"Syrian Arab Rep.","Others of concern",0
2015,Ghana,"Syrian Arab Rep.","Returned IDPs",0
2015,Ghana,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",47
2015,Ghana,"Syrian Arab Rep.",Returnees,0
2015,Ghana,"Syrian Arab Rep.",Stateless,0
2015,Greece,"Syrian Arab Rep.",Asylum-seekers,448
2015,Greece,"Syrian Arab Rep.","Internally displaced persons",0
2015,Greece,"Syrian Arab Rep.","Others of concern",0
2015,Greece,"Syrian Arab Rep.","Returned IDPs",0
2015,Greece,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",9101
2015,Greece,"Syrian Arab Rep.",Returnees,0
2015,Greece,"Syrian Arab Rep.",Stateless,0
2015,Grenada,"Syrian Arab Rep.",Asylum-seekers,0
2015,Grenada,"Syrian Arab Rep.","Internally displaced persons",0
2015,Grenada,"Syrian Arab Rep.","Others of concern",0
2015,Grenada,"Syrian Arab Rep.","Returned IDPs",0
2015,Grenada,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Grenada,"Syrian Arab Rep.",Returnees,0
2015,Grenada,"Syrian Arab Rep.",Stateless,0
2015,"China, Hong Kong SAR","Syrian Arab Rep.",Asylum-seekers,*
2015,"China, Hong Kong SAR","Syrian Arab Rep.","Internally displaced persons",0
2015,"China, Hong Kong SAR","Syrian Arab Rep.","Others of concern",0
2015,"China, Hong Kong SAR","Syrian Arab Rep.","Returned IDPs",0
2015,"China, Hong Kong SAR","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,"China, Hong Kong SAR","Syrian Arab Rep.",Returnees,0
2015,"China, Hong Kong SAR","Syrian Arab Rep.",Stateless,0
2015,Croatia,"Syrian Arab Rep.",Asylum-seekers,*
2015,Croatia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Croatia,"Syrian Arab Rep.","Others of concern",0
2015,Croatia,"Syrian Arab Rep.","Returned IDPs",0
2015,Croatia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",23
2015,Croatia,"Syrian Arab Rep.",Returnees,0
2015,Croatia,"Syrian Arab Rep.",Stateless,0
2015,Haiti,"Syrian Arab Rep.",Asylum-seekers,*
2015,Haiti,"Syrian Arab Rep.","Internally displaced persons",0
2015,Haiti,"Syrian Arab Rep.","Others of concern",0
2015,Haiti,"Syrian Arab Rep.","Returned IDPs",0
2015,Haiti,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,Haiti,"Syrian Arab Rep.",Returnees,0
2015,Haiti,"Syrian Arab Rep.",Stateless,0
2015,Hungary,"Syrian Arab Rep.",Asylum-seekers,18607
2015,Hungary,"Syrian Arab Rep.","Internally displaced persons",0
2015,Hungary,"Syrian Arab Rep.","Others of concern",0
2015,Hungary,"Syrian Arab Rep.","Returned IDPs",0
2015,Hungary,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",476
2015,Hungary,"Syrian Arab Rep.",Returnees,0
2015,Hungary,"Syrian Arab Rep.",Stateless,0
2015,Indonesia,"Syrian Arab Rep.",Asylum-seekers,32
2015,Indonesia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Indonesia,"Syrian Arab Rep.","Others of concern",0
2015,Indonesia,"Syrian Arab Rep.","Returned IDPs",0
2015,Indonesia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",61
2015,Indonesia,"Syrian Arab Rep.",Returnees,0
2015,Indonesia,"Syrian Arab Rep.",Stateless,0
2015,India,"Syrian Arab Rep.",Asylum-seekers,20
2015,India,"Syrian Arab Rep.","Internally displaced persons",0
2015,India,"Syrian Arab Rep.","Others of concern",0
2015,India,"Syrian Arab Rep.","Returned IDPs",0
2015,India,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",41
2015,India,"Syrian Arab Rep.",Returnees,0
2015,India,"Syrian Arab Rep.",Stateless,0
2015,Ireland,"Syrian Arab Rep.",Asylum-seekers,51
2015,Ireland,"Syrian Arab Rep.","Internally displaced persons",0
2015,Ireland,"Syrian Arab Rep.","Others of concern",0
2015,Ireland,"Syrian Arab Rep.","Returned IDPs",0
2015,Ireland,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",109
2015,Ireland,"Syrian Arab Rep.",Returnees,0
2015,Ireland,"Syrian Arab Rep.",Stateless,0
2015,Iraq,"Syrian Arab Rep.",Asylum-seekers,0
2015,Iraq,"Syrian Arab Rep.","Internally displaced persons",0
2015,Iraq,"Syrian Arab Rep.","Others of concern",0
2015,Iraq,"Syrian Arab Rep.","Returned IDPs",0
2015,Iraq,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",244642
2015,Iraq,"Syrian Arab Rep.",Returnees,188
2015,Iraq,"Syrian Arab Rep.",Stateless,0
2015,Iceland,"Syrian Arab Rep.",Asylum-seekers,*
2015,Iceland,"Syrian Arab Rep.","Internally displaced persons",0
2015,Iceland,"Syrian Arab Rep.","Others of concern",0
2015,Iceland,"Syrian Arab Rep.","Returned IDPs",0
2015,Iceland,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",37
2015,Iceland,"Syrian Arab Rep.",Returnees,0
2015,Iceland,"Syrian Arab Rep.",Stateless,0
2015,Israel,"Syrian Arab Rep.",Asylum-seekers,0
2015,Israel,"Syrian Arab Rep.","Internally displaced persons",0
2015,Israel,"Syrian Arab Rep.","Others of concern",0
2015,Israel,"Syrian Arab Rep.","Returned IDPs",0
2015,Israel,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Israel,"Syrian Arab Rep.",Returnees,0
2015,Israel,"Syrian Arab Rep.",Stateless,0
2015,Italy,"Syrian Arab Rep.",Asylum-seekers,246
2015,Italy,"Syrian Arab Rep.","Internally displaced persons",0
2015,Italy,"Syrian Arab Rep.","Others of concern",0
2015,Italy,"Syrian Arab Rep.","Returned IDPs",0
2015,Italy,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",1460
2015,Italy,"Syrian Arab Rep.",Returnees,0
2015,Italy,"Syrian Arab Rep.",Stateless,0
2015,Jamaica,"Syrian Arab Rep.",Asylum-seekers,*
2015,Jamaica,"Syrian Arab Rep.","Internally displaced persons",0
2015,Jamaica,"Syrian Arab Rep.","Others of concern",0
2015,Jamaica,"Syrian Arab Rep.","Returned IDPs",0
2015,Jamaica,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Jamaica,"Syrian Arab Rep.",Returnees,0
2015,Jamaica,"Syrian Arab Rep.",Stateless,0
